Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
OECD Env-Growth,SSP4,BGD,GDP|PPP,Annual Average Growth [%],6.256,6.779,5.350,3.882,2.476,1.914,1.404,0.995,0.723,0.519,0.293,0.110,-0.010,-0.133,-0.231,-0.282,-0.293,-0.304,,
OECD Env-Growth,SSP5,BGD,GDP|PPP,Annual Average Growth [%],6.191,7.181,7.847,8.279,8.125,7.207,6.226,5.319,4.580,3.956,3.400,2.924,2.552,2.220,1.931,1.694,1.512,1.341,,
IIASA GDP,SSP1,BGR,GDP|PPP,Annual Average Growth [%],4.969,2.916,2.260,1.645,1.236,0.994,0.845,0.707,0.592,0.483,0.418,0.420,0.437,0.433,0.400,0.321,0.199,0.078,,
IIASA GDP,SSP2,BGR,GDP|PPP,Annual Average Growth [%],5.039,2.845,2.014,1.327,0.970,0.832,0.794,0.756,0.726,0.693,0.609,0.488,0.440,0.458,0.507,0.548,0.565,0.553,,
IIASA GDP,SSP3,BGR,GDP|PPP,Annual Average Growth [%],5.051,2.680,1.633,0.792,0.392,0.274,0.286,0.315,0.369,0.440,0.512,0.584,0.665,0.742,0.802,0.839,0.852,0.843,,
IIASA GDP,SSP4,BGR,GDP|PPP,Annual Average Growth [%],4.935,2.506,1.447,0.605,0.207,0.065,0.021,-0.038,-0.051,-0.025,-0.015,-0.042,-0.116,-0.210,-0.300,-0.372,-0.445,-0.532,,
IIASA GDP,SSP5,BGR,GDP|PPP,Annual Average Growth [%],4.987,3.077,2.636,2.219,1.919,1.703,1.526,1.336,1.350,1.482,1.581,1.584,1.499,1.373,1.230,1.055,0.848,0.646,,
OECD Env-Growth,SSP1,BGR,GDP|PPP,Annual Average Growth [%],2.077,4.403,4.240,4.030,3.488,2.734,2.024,1.486,1.190,1.077,0.890,0.565,0.241,0.082,-0.017,-0.102,-0.199,-0.347,,
OECD Env-Growth,SSP2,BGR,GDP|PPP,Annual Average Growth [%],2.080,4.256,3.627,3.124,2.588,2.148,1.770,1.527,1.435,1.455,1.361,1.151,0.932,0.806,0.721,0.656,0.590,0.509,,
OECD Env-Growth,SSP3,BGR,GDP|PPP,Annual Average Growth [%],2.118,4.143,3.038,2.209,1.479,1.087,0.797,0.683,0.730,0.928,1.035,0.999,0.923,0.874,0.842,0.845,0.844,0.823,,
OECD Env-Growth,SSP4,BGR,GDP|PPP,Annual Average Growth [%],2.044,4.188,3.477,3.018,2.427,1.926,1.505,1.263,1.174,1.198,1.065,0.794,0.517,0.360,0.248,0.181,0.115,-0.003,,
OECD Env-Growth,SSP5,BGR,GDP|PPP,Annual Average Growth [%],2.064,4.562,4.937,4.912,4.305,3.397,2.659,2.129,1.853,1.743,1.540,1.214,0.901,0.743,0.643,0.551,0.446,0.294,,
IIASA GDP,SSP1,BHR,GDP|PPP,Annual Average Growth [%],11.284,6.857,4.473,3.828,3.436,3.159,2.844,2.478,2.118,1.785,1.469,1.177,0.896,0.648,0.437,0.245,0.082,-0.065,,
IIASA GDP,SSP2,BHR,GDP|PPP,Annual Average Growth [%],11.383,6.929,4.473,3.794,3.428,3.212,2.972,2.665,2.336,2.023,1.732,1.470,1.231,1.022,0.850,0.711,0.594,0.477,,
IIASA GDP,SSP3,BHR,GDP|PPP,Annual Average Growth [%],11.049,6.820,3.810,2.810,2.313,2.297,2.267,2.120,1.881,1.657,1.503,1.416,1.373,1.340,1.293,1.221,1.122,0.995,,
IIASA GDP,SSP4,BHR,GDP|PPP,Annual Average Growth [%],11.220,6.485,3.777,2.924,2.494,2.235,1.950,1.587,1.226,0.929,0.707,0.536,0.375,0.224,0.091,-0.021,-0.129,-0.254,,
IIASA GDP,SSP5,BHR,GDP|PPP,Annual Average Growth [%],11.652,7.641,5.523,4.917,4.480,4.104,3.697,3.257,2.853,2.511,2.190,1.886,1.579,1.298,1.051,0.820,0.600,0.382,,
OECD Env-Growth,SSP1,BHR,GDP|PPP,Annual Average Growth [%],5.491,4.912,5.056,4.704,4.253,3.660,2.910,2.310,2.073,1.950,1.666,1.334,0.971,0.685,0.474,0.328,0.173,-0.053,,
OECD Env-Growth,SSP2,BHR,GDP|PPP,Annual Average Growth [%],5.588,4.941,5.020,4.485,4.039,3.528,3.002,2.616,2.493,2.435,2.209,1.950,1.656,1.385,1.182,1.041,0.898,0.723,,
OECD Env-Growth,SSP3,BHR,GDP|PPP,Annual Average Growth [%],5.066,4.459,3.976,3.175,2.538,2.124,1.706,1.510,1.691,1.942,1.948,1.854,1.696,1.529,1.398,1.304,1.178,1.010,,
OECD Env-Growth,SSP4,BHR,GDP|PPP,Annual Average Growth [%],5.525,4.817,4.765,4.236,3.693,3.201,2.716,2.383,2.349,2.334,2.077,1.775,1.445,1.156,0.927,0.762,0.596,0.387,,
OECD Env-Growth,SSP5,BHR,GDP|PPP,Annual Average Growth [%],6.076,5.281,5.769,5.512,5.140,4.525,3.816,3.210,2.939,2.787,2.488,2.127,1.756,1.476,1.270,1.109,0.934,0.690,,
IIASA GDP,SSP1,BHS,GDP|PPP,Annual Average Growth [%],4.532,2.471,2.795,2.779,2.526,2.245,1.990,1.714,1.479,1.280,1.100,0.937,0.784,0.631,0.484,0.288,0.095,-0.079,,
IIASA GDP,SSP2,BHS,GDP|PPP,Annual Average Growth [%],4.597,2.508,2.799,2.808,2.599,2.369,2.163,1.938,1.740,1.577,1.427,1.278,1.139,1.014,0.910,0.817,0.750,0.693,,
IIASA GDP,SSP3,BHS,GDP|PPP,Annual Average Growth [%],3.661,0.784,1.170,1.700,1.951,1.953,1.899,1.793,1.691,1.597,1.519,1.453,1.424,1.420,1.431,1.444,1.453,1.452,,
IIASA GDP,SSP4,BHS,GDP|PPP,Annual Average Growth [%],4.458,1.855,2.070,2.071,1.927,1.654,1.392,1.101,0.870,0.702,0.579,0.478,0.377,0.265,0.156,0.052,-0.034,-0.108,,
IIASA GDP,SSP5,BHS,GDP|PPP,Annual Average Growth [%],4.602,2.689,3.199,3.316,3.134,2.882,2.634,2.354,2.105,1.892,1.688,1.497,1.313,1.130,0.954,0.734,0.516,0.317,,
OECD Env-Growth,SSP1,BHS,GDP|PPP,Annual Average Growth [%],2.382,2.643,2.389,2.285,2.238,2.035,1.831,1.462,1.210,0.995,0.849,0.715,0.470,0.343,0.203,0.063,-0.049,-0.172,,
OECD Env-Growth,SSP2,BHS,GDP|PPP,Annual Average Growth [%],2.482,2.723,2.250,1.898,1.708,1.608,1.559,1.399,1.310,1.246,1.223,1.209,1.084,0.992,0.894,0.797,0.719,0.665,,
OECD Env-Growth,SSP3,BHS,GDP|PPP,Annual Average Growth [%],2.463,2.676,1.902,1.344,1.043,0.913,0.869,0.741,0.687,0.663,0.722,0.808,0.783,0.758,0.712,0.685,0.674,0.687,,
OECD Env-Growth,SSP4,BHS,GDP|PPP,Annual Average Growth [%],2.401,2.633,2.212,2.059,1.944,1.732,1.563,1.303,1.137,1.010,0.914,0.829,0.633,0.520,0.385,0.287,0.216,0.133,,
OECD Env-Growth,SSP5,BHS,GDP|PPP,Annual Average Growth [%],2.448,2.798,2.827,3.035,3.119,2.886,2.643,2.245,1.965,1.734,1.560,1.396,1.135,0.986,0.838,0.696,0.579,0.444,,
IIASA GDP,SSP1,BIH,GDP|PPP,Annual Average Growth [%],3.125,6.977,4.515,3.130,2.237,1.641,1.233,0.922,0.731,0.622,0.547,0.474,0.381,0.269,0.118,-0.074,-0.240,-0.321,,
IIASA GDP,SSP2,BIH,GDP|PPP,Annual Average Growth [%],3.133,6.895,4.357,2.949,2.078,1.526,1.191,0.957,0.772,0.666,0.596,0.538,0.481,0.433,0.396,0.380,0.389,0.421,,
IIASA GDP,SSP3,BIH,GDP|PPP,Annual Average Growth [%],3.144,6.855,4.227,2.735,1.809,1.236,0.922,0.749,0.610,0.507,0.468,0.485,0.553,0.648,0.749,0.844,0.928,0.997,,
IIASA GDP,SSP4,BIH,GDP|PPP,Annual Average Growth [%],3.071,6.656,3.906,2.322,1.379,0.804,0.455,0.201,-0.015,-0.181,-0.288,-0.349,-0.385,-0.417,-0.446,-0.460,-0.458,-0.437,,
IIASA GDP,SSP5,BIH,GDP|PPP,Annual Average Growth [%],3.145,7.116,4.810,3.570,2.770,2.220,1.824,1.617,1.499,1.421,1.321,1.208,1.071,0.915,0.722,0.489,0.283,0.160,,
OECD Env-Growth,SSP1,BIH,GDP|PPP,Annual Average Growth [%],1.883,4.168,4.477,4.186,3.709,2.999,2.218,1.494,1.019,0.825,0.422,0.192,-0.034,-0.266,-0.431,-0.554,-0.630,-0.728,,
OECD Env-Growth,SSP2,BIH,GDP|PPP,Annual Average Growth [%],1.894,4.041,3.960,3.402,2.884,2.448,1.940,1.455,1.166,1.087,0.791,0.659,0.523,0.348,0.257,0.205,0.187,0.194,,
OECD Env-Growth,SSP3,BIH,GDP|PPP,Annual Average Growth [%],1.916,3.981,3.583,2.798,2.133,1.704,1.257,0.838,0.635,0.654,0.486,0.481,0.460,0.357,0.313,0.317,0.350,0.400,,
OECD Env-Growth,SSP4,BIH,GDP|PPP,Annual Average Growth [%],1.853,3.971,3.862,3.379,2.848,2.349,1.775,1.230,0.901,0.816,0.455,0.255,0.051,-0.167,-0.295,-0.355,-0.373,-0.404,,
OECD Env-Growth,SSP5,BIH,GDP|PPP,Annual Average Growth [%],1.877,4.280,5.037,4.952,4.443,3.583,2.748,2.017,1.562,1.387,0.997,0.761,0.538,0.314,0.159,0.045,-0.022,-0.116,,
IIASA GDP,SSP1,BLR,GDP|PPP,Annual Average Growth [%],6.211,3.777,1.770,0.904,0.569,0.510,0.485,0.445,0.467,0.547,0.608,0.625,0.590,0.515,0.429,0.329,0.214,0.146,,
IIASA GDP,SSP2,BLR,GDP|PPP,Annual Average Growth [%],6.305,3.790,1.673,0.756,0.466,0.491,0.559,0.550,0.555,0.610,0.674,0.711,0.713,0.692,0.673,0.674,0.693,0.715,,
IIASA GDP,SSP3,BLR,GDP|PPP,Annual Average Growth [%],6.375,3.803,1.597,0.613,0.311,0.367,0.496,0.569,0.591,0.651,0.749,0.866,0.979,1.068,1.134,1.190,1.242,1.280,,
IIASA GDP,SSP4,BLR,GDP|PPP,Annual Average Growth [%],6.229,3.528,1.210,0.138,-0.210,-0.195,-0.130,-0.156,-0.212,-0.232,-0.227,-0.218,-0.208,-0.209,-0.208,-0.193,-0.171,-0.158,,
IIASA GDP,SSP5,BLR,GDP|PPP,Annual Average Growth [%],6.228,3.900,2.042,1.318,1.065,1.028,1.093,1.169,1.263,1.359,1.396,1.374,1.295,1.178,1.054,0.917,0.764,0.653,,
OECD Env-Growth,SSP1,BLR,GDP|PPP,Annual Average Growth [%],4.126,4.006,3.620,3.437,3.157,2.527,1.840,1.248,0.979,0.961,0.852,0.571,0.238,0.038,-0.036,-0.068,-0.129,-0.255,,
OECD Env-Growth,SSP2,BLR,GDP|PPP,Annual Average Growth [%],4.146,3.926,3.159,2.631,2.263,1.876,1.472,1.137,1.062,1.188,1.203,1.060,0.849,0.705,0.665,0.677,0.685,0.640,,
OECD Env-Growth,SSP3,BLR,GDP|PPP,Annual Average Growth [%],4.182,3.870,2.751,1.939,1.382,1.030,0.677,0.419,0.454,0.717,0.885,0.875,0.776,0.698,0.704,0.766,0.822,0.827,,
OECD Env-Growth,SSP4,BLR,GDP|PPP,Annual Average Growth [%],4.089,3.807,3.001,2.552,2.141,1.740,1.297,0.939,0.864,0.977,0.923,0.691,0.398,0.222,0.166,0.163,0.150,0.061,,
OECD Env-Growth,SSP5,BLR,GDP|PPP,Annual Average Growth [%],4.110,4.068,4.126,4.181,3.912,3.148,2.429,1.840,1.591,1.583,1.468,1.186,0.866,0.680,0.613,0.582,0.518,0.393,,
IIASA GDP,SSP1,BLZ,GDP|PPP,Annual Average Growth [%],4.053,4.078,4.241,3.397,2.735,2.281,1.967,1.808,1.641,1.425,1.188,1.411,1.560,1.621,1.521,1.346,1.135,0.907,,
IIASA GDP,SSP2,BLZ,GDP|PPP,Annual Average Growth [%],3.565,3.254,3.470,2.948,2.575,2.305,2.145,2.012,1.951,1.914,1.892,1.835,1.728,1.592,1.454,1.819,2.101,2.218,,
IIASA GDP,SSP3,BLZ,GDP|PPP,Annual Average Growth [%],3.314,2.878,3.159,2.782,2.492,2.213,1.993,1.777,1.677,1.643,1.652,1.665,1.656,1.622,1.575,1.554,1.561,1.593,,
IIASA GDP,SSP4,BLZ,GDP|PPP,Annual Average Growth [%],3.205,2.672,2.796,2.346,2.027,1.793,1.652,1.544,1.554,1.643,1.745,1.784,1.768,1.733,1.710,1.720,1.751,1.791,,
IIASA GDP,SSP5,BLZ,GDP|PPP,Annual Average Growth [%],4.054,4.104,4.245,3.396,2.729,2.275,1.950,1.804,1.635,1.445,1.328,1.818,2.170,2.279,2.119,1.876,1.641,1.457,,
OECD Env-Growth,SSP1,BLZ,GDP|PPP,Annual Average Growth [%],1.915,2.725,3.917,4.440,4.488,4.220,3.845,3.375,2.981,2.605,2.299,1.997,1.719,1.545,1.363,1.178,1.021,0.836,,
OECD Env-Growth,SSP2,BLZ,GDP|PPP,Annual Average Growth [%],2.121,2.667,3.339,3.491,3.387,3.318,3.209,3.067,2.946,2.835,2.755,2.661,2.551,2.444,2.334,2.240,2.158,2.084,,
OECD Env-Growth,SSP3,BLZ,GDP|PPP,Annual Average Growth [%],2.272,2.758,3.095,2.994,2.745,2.644,2.553,2.430,2.338,2.239,2.201,2.195,2.161,2.100,2.022,1.971,1.946,1.931,,
OECD Env-Growth,SSP4,BLZ,GDP|PPP,Annual Average Growth [%],2.227,2.434,2.458,2.481,2.113,1.996,1.888,1.784,1.738,1.726,1.760,1.793,1.802,1.792,1.776,1.787,1.819,1.856,,
OECD Env-Growth,SSP5,BLZ,GDP|PPP,Annual Average Growth [%],1.870,2.627,4.042,4.916,5.123,4.671,4.149,3.576,3.123,2.750,2.476,2.176,1.924,1.817,1.682,1.562,1.499,1.414,,
IIASA GDP,SSP1,BOL,GDP|PPP,Annual Average Growth [%],3.811,3.450,3.498,3.830,4.176,4.265,4.003,3.472,2.853,2.267,1.797,1.466,1.228,1.035,0.860,0.696,0.543,0.531,,
IIASA GDP,SSP2,BOL,GDP|PPP,Annual Average Growth [%],3.748,2.959,2.857,3.242,3.546,3.592,3.599,3.459,3.211,2.873,2.551,2.265,2.021,1.792,1.592,1.416,1.273,1.153,,
IIASA GDP,SSP3,BOL,GDP|PPP,Annual Average Growth [%],3.643,2.448,2.101,2.408,2.752,2.804,2.663,2.348,2.075,1.874,1.793,1.754,1.728,1.684,1.621,1.581,1.554,1.554,,
IIASA GDP,SSP4,BOL,GDP|PPP,Annual Average Growth [%],3.500,2.321,2.005,2.406,2.852,3.050,3.051,2.852,2.661,2.511,2.457,2.418,2.373,2.305,2.219,2.155,2.101,2.068,,
IIASA GDP,SSP5,BOL,GDP|PPP,Annual Average Growth [%],3.792,3.517,3.691,4.160,4.640,4.792,4.516,3.916,3.221,2.567,2.056,1.703,1.456,1.474,1.656,1.866,1.993,2.030,,
OECD Env-Growth,SSP1,BOL,GDP|PPP,Annual Average Growth [%],4.656,4.723,5.510,5.859,5.749,5.332,4.824,4.277,3.792,3.325,2.912,2.515,2.165,1.907,1.656,1.418,1.212,1.020,,
OECD Env-Growth,SSP2,BOL,GDP|PPP,Annual Average Growth [%],4.838,4.910,5.201,4.941,4.564,4.367,4.174,3.953,3.725,3.485,3.276,3.069,2.879,2.695,2.507,2.329,2.175,2.035,,
OECD Env-Growth,SSP3,BOL,GDP|PPP,Annual Average Growth [%],5.113,5.237,4.815,4.126,3.463,3.228,3.053,2.909,2.804,2.723,2.680,2.632,2.573,2.485,2.359,2.261,2.168,2.100,,
OECD Env-Growth,SSP4,BOL,GDP|PPP,Annual Average Growth [%],5.043,5.189,4.929,4.694,4.362,4.244,4.137,4.032,3.928,3.807,3.720,3.635,3.534,3.402,3.245,3.109,2.983,2.884,,
OECD Env-Growth,SSP5,BOL,GDP|PPP,Annual Average Growth [%],4.592,4.630,5.775,6.560,6.569,5.963,5.319,4.679,4.143,3.649,3.242,2.848,2.518,2.309,2.103,1.913,1.759,1.618,,
IIASA GDP,SSP1,BRA,GDP|PPP,Annual Average Growth [%],3.323,3.537,2.974,2.559,2.668,2.755,2.650,2.332,1.910,1.438,1.136,0.990,0.915,0.827,0.699,0.513,0.322,0.140,,
IIASA GDP,SSP2,BRA,GDP|PPP,Annual Average Growth [%],3.299,3.374,2.749,2.374,2.170,2.081,2.410,2.563,2.420,2.022,1.598,1.295,1.143,1.071,1.016,0.957,0.906,0.853,,
IIASA GDP,SSP3,BRA,GDP|PPP,Annual Average Growth [%],3.299,3.254,2.483,2.046,1.864,1.855,1.864,1.894,1.814,1.656,1.421,1.226,1.152,1.105,1.065,1.045,1.067,1.131,,
IIASA GDP,SSP4,BRA,GDP|PPP,Annual Average Growth [%],3.164,2.959,2.003,1.416,1.156,1.119,1.103,1.131,1.025,0.815,0.487,0.174,-0.016,-0.147,-0.272,-0.390,-0.457,-0.511,,
IIASA GDP,SSP5,BRA,GDP|PPP,Annual Average Growth [%],3.342,3.666,3.248,2.963,3.156,3.277,3.164,2.811,2.394,2.120,1.947,1.830,1.697,1.540,1.350,1.112,0.878,0.661,,
OECD Env-Growth,SSP1,BRA,GDP|PPP,Annual Average Growth [%],3.204,3.955,3.694,3.573,3.501,3.230,2.843,2.420,2.098,1.807,1.474,1.188,1.001,0.811,0.626,0.433,0.266,0.096,,
OECD Env-Growth,SSP2,BRA,GDP|PPP,Annual Average Growth [%],3.291,4.001,3.283,2.682,2.274,2.099,1.913,1.722,1.619,1.523,1.382,1.284,1.244,1.153,1.074,1.019,0.987,0.956,,
OECD Env-Growth,SSP3,BRA,GDP|PPP,Annual Average Growth [%],3.377,4.052,2.945,1.996,1.301,1.021,0.769,0.545,0.458,0.398,0.314,0.276,0.285,0.215,0.144,0.109,0.098,0.097,,
OECD Env-Growth,SSP4,BRA,GDP|PPP,Annual Average Growth [%],3.235,3.880,3.097,2.590,2.201,1.981,1.734,1.496,1.382,1.278,1.084,0.923,0.839,0.723,0.612,0.541,0.503,0.455,,
OECD Env-Growth,SSP5,BRA,GDP|PPP,Annual Average Growth [%],3.195,3.992,4.109,4.356,4.422,4.022,3.544,3.055,2.697,2.387,2.043,1.749,1.563,1.381,1.209,1.029,0.876,0.719,,
IIASA GDP,SSP1,BRB,GDP|PPP,Annual Average Growth [%],-2.095,-1.691,-0.996,0.405,1.369,1.776,1.766,1.508,1.193,0.927,0.801,0.761,0.729,0.617,0.466,0.270,0.033,-0.220,,
IIASA GDP,SSP2,BRB,GDP|PPP,Annual Average Growth [%],-2.107,-1.718,-1.143,0.044,0.898,1.459,1.650,1.569,1.367,1.165,0.994,0.928,0.914,0.909,0.881,0.822,0.756,0.695,,
IIASA GDP,SSP3,BRB,GDP|PPP,Annual Average Growth [%],-2.107,-1.854,-1.515,-0.426,0.405,0.817,0.772,0.565,0.321,0.239,0.306,0.517,0.635,0.683,0.685,0.723,0.806,0.928,,
IIASA GDP,SSP4,BRB,GDP|PPP,Annual Average Growth [%],-2.171,-2.063,-1.848,-0.844,-0.031,0.399,0.361,0.130,-0.189,-0.374,-0.441,-0.363,-0.367,-0.401,-0.479,-0.550,-0.585,-0.603,,
IIASA GDP,SSP5,BRB,GDP|PPP,Annual Average Growth [%],-2.069,-1.550,-0.700,0.841,1.891,2.332,2.314,2.025,1.790,1.689,1.653,1.606,1.512,1.334,1.124,0.879,0.600,0.311,,
OECD Env-Growth,SSP1,BRB,GDP|PPP,Annual Average Growth [%],1.100,2.021,1.869,2.125,2.182,1.985,1.781,1.463,1.136,0.848,0.667,0.578,0.365,0.233,0.087,-0.035,-0.163,-0.317,,
OECD Env-Growth,SSP2,BRB,GDP|PPP,Annual Average Growth [%],1.127,2.022,1.717,1.609,1.478,1.395,1.353,1.223,1.117,1.012,0.968,0.986,0.892,0.837,0.755,0.698,0.656,0.615,,
OECD Env-Growth,SSP3,BRB,GDP|PPP,Annual Average Growth [%],1.139,1.967,1.446,1.038,0.694,0.513,0.430,0.286,0.211,0.139,0.191,0.333,0.362,0.401,0.422,0.454,0.511,0.590,,
OECD Env-Growth,SSP4,BRB,GDP|PPP,Annual Average Growth [%],1.072,1.955,1.841,1.974,1.866,1.547,1.296,0.990,0.755,0.539,0.405,0.369,0.211,0.155,0.069,0.014,-0.006,-0.028,,
OECD Env-Growth,SSP5,BRB,GDP|PPP,Annual Average Growth [%],1.100,2.080,2.238,2.822,3.012,2.740,2.478,2.121,1.776,1.479,1.287,1.184,0.969,0.830,0.685,0.564,0.436,0.281,,
IIASA GDP,SSP1,BRN,GDP|PPP,Annual Average Growth [%],-1.987,-4.088,-3.488,-1.707,-0.023,1.168,1.821,2.580,2.850,2.600,2.067,1.654,1.369,1.126,0.903,0.708,0.514,0.326,,
IIASA GDP,SSP2,BRN,GDP|PPP,Annual Average Growth [%],-1.909,-3.949,-3.341,-1.530,0.162,1.371,2.068,2.303,2.750,2.858,2.598,2.112,1.745,1.514,1.366,1.246,1.144,1.045,,
IIASA GDP,SSP3,BRN,GDP|PPP,Annual Average Growth [%],-1.967,-4.194,-3.866,-2.217,-0.590,0.640,1.408,1.809,2.038,2.111,1.986,1.717,1.442,1.256,1.169,1.148,1.144,1.149,,
IIASA GDP,SSP4,BRN,GDP|PPP,Annual Average Growth [%],-2.055,-4.435,-4.238,-2.698,-1.118,0.112,0.881,1.251,1.401,1.383,1.157,0.793,0.413,0.139,-0.041,-0.139,-0.199,-0.268,,
IIASA GDP,SSP5,BRN,GDP|PPP,Annual Average Growth [%],-1.949,-3.903,-3.092,-1.143,0.607,1.820,2.472,3.146,3.321,3.203,2.887,2.581,2.273,1.953,1.652,1.377,1.105,0.852,,
OECD Env-Growth,SSP1,BRN,GDP|PPP,Annual Average Growth [%],2.719,3.179,2.826,2.649,2.405,2.063,1.709,1.444,1.205,1.008,0.782,0.525,0.290,0.146,0.025,-0.079,-0.196,-0.340,,
OECD Env-Growth,SSP2,BRN,GDP|PPP,Annual Average Growth [%],2.921,3.384,2.837,2.517,2.345,2.171,2.017,1.929,1.838,1.750,1.561,1.340,1.132,0.962,0.795,0.646,0.520,0.416,,
OECD Env-Growth,SSP3,BRN,GDP|PPP,Annual Average Growth [%],2.841,3.165,2.294,1.732,1.479,1.284,1.128,1.092,1.086,1.089,1.039,0.936,0.852,0.793,0.739,0.695,0.645,0.607,,
OECD Env-Growth,SSP4,BRN,GDP|PPP,Annual Average Growth [%],2.709,3.134,2.612,2.298,1.936,1.557,1.252,1.088,0.969,0.873,0.720,0.530,0.361,0.268,0.183,0.118,0.056,-0.023,,
OECD Env-Growth,SSP5,BRN,GDP|PPP,Annual Average Growth [%],2.743,3.306,3.290,3.239,3.047,2.690,2.367,2.117,1.884,1.692,1.468,1.213,0.974,0.813,0.695,0.570,0.438,0.297,,
IIASA GDP,SSP1,BTN,GDP|PPP,Annual Average Growth [%],10.148,8.864,6.568,4.653,3.613,3.439,3.410,3.352,3.176,2.836,2.409,2.075,1.806,1.563,1.311,1.066,0.832,0.599,,
IIASA GDP,SSP2,BTN,GDP|PPP,Annual Average Growth [%],10.104,8.644,7.170,5.260,3.588,2.892,2.858,3.092,3.229,3.152,2.870,2.482,2.159,1.901,1.687,1.488,1.313,1.158,,
IIASA GDP,SSP3,BTN,GDP|PPP,Annual Average Growth [%],9.958,8.145,6.339,4.212,2.750,2.063,1.846,1.862,2.134,2.292,2.293,2.112,1.905,1.693,1.537,1.456,1.425,1.411,,
IIASA GDP,SSP4,BTN,GDP|PPP,Annual Average Growth [%],9.779,7.953,6.111,3.912,2.351,1.532,1.372,1.460,1.554,1.464,1.249,0.995,0.746,0.520,0.327,0.175,0.052,-0.054,,
IIASA GDP,SSP5,BTN,GDP|PPP,Annual Average Growth [%],10.239,9.186,7.115,5.342,4.353,4.180,4.121,4.006,3.755,3.472,3.227,2.989,2.701,2.369,2.028,1.706,1.408,1.121,,
OECD Env-Growth,SSP1,BTN,GDP|PPP,Annual Average Growth [%],10.222,11.538,8.684,7.406,6.391,5.415,4.603,3.825,3.186,2.688,2.251,1.818,1.431,1.094,0.801,0.576,0.391,0.177,,
OECD Env-Growth,SSP2,BTN,GDP|PPP,Annual Average Growth [%],10.362,11.531,8.140,6.634,5.667,5.046,4.508,3.980,3.515,3.166,2.849,2.518,2.193,1.864,1.582,1.361,1.177,1.004,,
OECD Env-Growth,SSP3,BTN,GDP|PPP,Annual Average Growth [%],10.362,11.293,7.206,5.359,4.227,3.629,3.147,2.702,2.352,2.173,2.037,1.882,1.726,1.538,1.388,1.290,1.213,1.137,,
OECD Env-Growth,SSP4,BTN,GDP|PPP,Annual Average Growth [%],10.229,11.360,7.753,6.188,5.080,4.290,3.636,3.013,2.509,2.206,1.913,1.588,1.282,0.996,0.748,0.569,0.427,0.273,,
OECD Env-Growth,SSP5,BTN,GDP|PPP,Annual Average Growth [%],10.311,11.933,9.571,8.433,7.368,6.248,5.344,4.526,3.860,3.345,2.888,2.441,2.035,1.677,1.383,1.155,0.965,0.744,,
IIASA GDP,SSP1,BWA,GDP|PPP,Annual Average Growth [%],3.867,4.743,5.721,5.252,4.492,3.606,2.875,2.309,1.977,1.772,1.596,1.419,1.235,1.057,0.893,0.749,0.615,0.487,,
IIASA GDP,SSP2,BWA,GDP|PPP,Annual Average Growth [%],4.009,4.727,5.220,4.666,4.098,3.510,3.003,2.585,2.297,2.129,1.979,1.798,1.587,1.385,1.189,1.010,0.844,0.676,,
IIASA GDP,SSP3,BWA,GDP|PPP,Annual Average Growth [%],3.837,4.194,4.294,3.561,2.942,2.445,2.060,1.719,1.388,1.306,1.312,1.237,1.144,1.108,1.109,1.108,1.094,1.073,,
IIASA GDP,SSP4,BWA,GDP|PPP,Annual Average Growth [%],3.833,4.134,4.078,3.209,2.536,2.027,1.512,1.088,0.807,0.658,0.537,0.409,0.262,0.117,-0.001,-0.097,-0.191,-0.299,,
IIASA GDP,SSP5,BWA,GDP|PPP,Annual Average Growth [%],3.920,4.967,6.179,5.866,5.184,4.325,3.612,3.126,2.838,2.644,2.434,2.209,1.971,1.740,1.523,1.329,1.149,0.977,,
OECD Env-Growth,SSP1,BWA,GDP|PPP,Annual Average Growth [%],4.303,4.624,4.045,3.796,3.495,3.166,2.779,2.412,2.091,1.830,1.551,1.251,0.945,0.706,0.493,0.337,0.204,0.050,,
OECD Env-Growth,SSP2,BWA,GDP|PPP,Annual Average Growth [%],4.449,4.565,3.705,3.138,2.694,2.545,2.386,2.246,2.133,2.060,1.909,1.730,1.534,1.366,1.204,1.049,0.885,0.710,,
OECD Env-Growth,SSP3,BWA,GDP|PPP,Annual Average Growth [%],4.246,4.149,3.017,2.148,1.553,1.345,1.155,1.008,0.851,0.826,0.819,0.761,0.744,0.747,0.728,0.713,0.707,0.690,,
OECD Env-Growth,SSP4,BWA,GDP|PPP,Annual Average Growth [%],4.216,4.227,3.376,2.871,2.351,2.069,1.786,1.547,1.360,1.227,1.063,0.885,0.703,0.574,0.440,0.318,0.202,0.070,,
OECD Env-Growth,SSP5,BWA,GDP|PPP,Annual Average Growth [%],4.340,4.764,4.539,4.589,4.367,3.972,3.548,3.159,2.823,2.553,2.256,1.939,1.614,1.346,1.119,0.952,0.809,0.645,,
IIASA GDP,SSP1,CAF,GDP|PPP,Annual Average Growth [%],3.420,5.853,5.602,5.612,5.580,5.521,5.360,5.190,4.921,4.620,4.245,3.829,3.381,2.976,2.977,2.816,2.461,1.961,,
